tournament_name,match_date,stage_name,stage_code,is_knockout,group_name,home_team_name,away_team_name,home_team_code,away_team_code,home_elo_before,away_elo_before,elo_diff,home_form_gf,home_form_ga,home_form_pts,away_form_gf,away_form_ga,away_form_pts,extra_time,penalty_shootout,home_team_score,away_team_score,total_goals,goal_diff,outcome,home_team_win,away_team_win,draw,home_fifa_rank,away_fifa_rank,fifa_rank_diff,has_fifa_rank
1974 FIFA Men's World Cup,1974-06-19,group stage,0,0,Group 3,Bulgaria,Uruguay,BGR,URY,1425.81,1488.75,-62.940000000000055,1.2,2.4,0.4,0.4,1.4,0.6,0,0,1,1,2,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-19,group stage,0,0,Group 3,Netherlands,Sweden,NLD,SWE,1507.6,1540.1,-32.5,1.33,2.0,1.0,0.8,1.4,1.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-19,group stage,0,0,Group 4,Argentina,Italy,ARG,ITA,1547.77,1585.69,-37.92000000000007,1.2,1.0,1.4,2.4,1.8,2.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-19,group stage,0,0,Group 4,Haiti,Poland,HTI,POL,1487.31,1503.08,-15.769999999999982,1.0,3.0,0.0,4.0,4.0,1.5,0,0,0,7,7,-7,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-22,group stage,0,0,Group 1,Australia,Chile,AUS,CHL,1629.91,1497.94,131.97000000000003,0.0,2.5,0.0,0.6,1.4,0.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-22,group stage,0,0,Group 2,Scotland,Yugoslavia,SCO,YUG,1489.89,1537.94,-48.04999999999996,1.2,1.2,1.0,2.2,0.8,1.4,0,0,1,1,2,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-06-22,group stage,0,0,Group 2,Zaire,Brazil,COD,BRA,1449.9,1676.31,-226.40999999999983,0.0,5.5,0.0,2.2,0.8,2.2,0,0,0,3,3,-3,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-22,group stage,0,0,Group 1,East Germany,West Germany,DDR,DEU,1515.13,1473.96,41.17000000000007,1.5,0.5,2.0,2.2,1.2,2.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-23,group stage,0,0,Group 3,Bulgaria,Netherlands,BGR,NLD,1428.68,1509.09,-80.40999999999985,1.2,2.0,0.6,1.0,1.5,1.0,0,0,1,4,5,-3,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-23,group stage,0,0,Group 3,Sweden,Uruguay,SWE,URY,1538.61,1485.88,52.72999999999979,0.4,0.4,1.2,0.6,1.4,0.8,0,0,3,0,3,3,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-23,group stage,0,0,Group 4,Argentina,Haiti,ARG,HTI,1549.51,1518.35,31.16000000000008,1.0,1.0,1.0,0.5,5.0,0.0,0,0,4,1,5,3,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-23,group stage,0,0,Group 4,Poland,Italy,POL,ITA,1472.04,1583.95,-111.91000000000008,5.0,2.67,2.0,2.6,2.0,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-26,second group stage,0,0,Group B,Sweden,Poland,SWE,POL,1552.2,1493.02,59.180000000000064,1.0,0.2,1.8,4.25,2.25,2.25,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-26,second group stage,0,0,Group A,Netherlands,Argentina,NLD,ARG,1416.32,1564.08,-147.76,1.6,1.4,1.4,1.8,1.2,1.4,0,0,4,0,4,4,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-26,second group stage,0,0,Group B,Yugoslavia,West Germany,YUG,DEU,1535.74,1459.85,75.8900000000001,2.2,1.0,1.0,1.6,1.0,1.8,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-26,second group stage,0,0,Group A,Brazil,East Germany,BRA,DDR,1443.06,1529.24,-86.18000000000006,2.0,0.4,2.2,1.33,0.33,2.33,0,0,1,0,1,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-30,second group stage,0,0,Group A,Argentina,Brazil,ARG,BRA,1541.66,1462.95,78.71000000000004,1.4,2.0,0.8,1.6,0.2,2.2,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-30,second group stage,0,0,Group A,East Germany,Netherlands,DDR,NLD,1509.35,1438.74,70.6099999999999,1.0,0.5,1.75,2.0,0.8,2.0,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-06-30,second group stage,0,0,Group B,Poland,Yugoslavia,POL,YUG,1533.5,1479.29,54.21000000000004,3.6,1.8,2.4,2.0,0.8,1.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-06-30,second group stage,0,0,Group B,West Germany,Sweden,DEU,SWE,1516.3,1511.72,4.579999999999927,1.4,0.2,2.4,0.8,0.2,1.6,0,0,4,2,6,2,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-07-03,second group stage,0,0,Group B,Poland,West Germany,POL,DEU,1547.02,1532.09,14.930000000000064,3.0,0.8,3.0,2.0,0.6,2.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-07-03,second group stage,0,0,Group A,Argentina,East Germany,ARG,DDR,1482.51,1457.95,24.559999999999945,1.6,2.2,0.8,0.8,0.8,1.4,0,0,1,1,2,0,draw,0,0,1,,,,0
1974 FIFA Men's World Cup,1974-07-03,second group stage,0,0,Group A,Netherlands,Brazil,NLD,BRA,1490.14,1522.1,-31.95999999999981,2.4,0.2,2.6,1.2,0.2,2.2,0,0,2,0,2,2,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-07-03,second group stage,0,0,Group B,Sweden,Yugoslavia,SWE,YUG,1495.93,1465.77,30.16000000000008,1.0,1.0,1.0,2.2,1.0,1.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1974 FIFA Men's World Cup,1974-07-06,third-place match,0,1,not applicable,Brazil,Poland,BRA,POL,1504.63,1548.78,-44.14999999999986,1.2,0.6,2.0,2.4,0.6,2.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1974 FIFA Men's World Cup,1974-07-07,final,4,1,not applicable,Netherlands,West Germany,NLD,DEU,1507.61,1530.33,-22.720000000000027,2.4,0.2,2.6,2.0,0.6,2.4,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1978 FIFA Men's World Cup,1978-06-01,group stage,0,0,Group 2,West Germany,Poland,DEU,POL,1492.65,1490.65,2.0,1.8,0.8,2.4,1.2,0.6,2.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-02,group stage,0,0,Group 1,Italy,France,ITA,FRA,1562.97,1477.13,85.83999999999992,2.0,2.2,1.4,2.0,2.6,0.8,0,0,2,1,3,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-02,group stage,0,0,Group 2,Tunisia,Mexico,TUN,MEX,1500.0,1420.19,79.80999999999995,0.0,0.0,0.0,1.2,0.8,1.6,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-02,group stage,0,0,Group 1,Argentina,Hungary,ARG,HUN,1481.38,1551.62,-70.23999999999978,1.4,1.8,1.0,1.6,1.6,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-03,group stage,0,0,Group 3,Austria,Spain,AUT,ESP,1515.91,1483.38,32.52999999999997,1.2,2.8,0.8,1.2,1.4,1.2,0,0,2,1,3,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-03,group stage,0,0,Group 3,Brazil,Sweden,BRA,SWE,1562.76,1510.54,52.22000000000003,1.2,0.8,1.8,1.4,1.2,1.4,0,0,1,1,2,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-03,group stage,0,0,Group 4,Netherlands,Iran,NLD,IRN,1545.29,1500.0,45.28999999999997,2.6,0.6,2.4,0.0,0.0,0.0,0,0,3,0,3,3,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-03,group stage,0,0,Group 4,Peru,Scotland,PER,SCO,1478.95,1492.09,-13.139999999999873,1.8,2.0,1.2,1.2,1.2,1.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-06,group stage,0,0,Group 1,Italy,Hungary,ITA,HUN,1575.1,1532.43,42.669999999999845,1.6,1.8,1.4,1.8,1.8,1.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-06,group stage,0,0,Group 2,Poland,Tunisia,POL,TUN,1490.74,1512.39,-21.65000000000009,0.8,0.4,2.0,3.0,1.0,3.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-06,group stage,0,0,Group 2,West Germany,Mexico,DEU,MEX,1492.56,1407.8,84.75999999999999,1.8,0.6,2.6,1.4,1.4,1.4,0,0,6,0,6,6,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-06,group stage,0,0,Group 1,Argentina,France,ARG,FRA,1500.57,1465.0,35.569999999999936,1.6,1.8,1.4,1.8,2.0,0.8,0,0,2,1,3,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-07,group stage,0,0,Group 4,Scotland,Iran,SCO,IRN,1475.49,1486.07,-10.579999999999927,1.0,1.2,1.0,0.0,3.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-07,group stage,0,0,Group 4,Netherlands,Peru,NLD,PER,1559.22,1495.55,63.67000000000007,2.4,0.4,2.4,2.4,2.0,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-07,group stage,0,0,Group 3,Austria,Sweden,AUT,SWE,1530.42,1512.93,17.49000000000001,1.4,1.8,1.4,1.6,1.4,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-07,group stage,0,0,Group 3,Brazil,Spain,BRA,ESP,1560.37,1468.87,91.5,0.8,1.0,1.4,1.2,1.8,0.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-10,group stage,0,0,Group 1,France,Hungary,FRA,HUN,1450.63,1518.39,-67.75999999999999,0.8,1.8,0.2,1.8,1.8,1.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-10,group stage,0,0,Group 2,Poland,Mexico,POL,MEX,1507.74,1395.63,112.1099999999999,0.8,0.4,2.0,1.4,2.6,1.2,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-10,group stage,0,0,Group 2,West Germany,Tunisia,DEU,TUN,1504.73,1495.39,9.339999999999918,2.6,0.6,2.6,1.5,1.0,1.5,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-10,group stage,0,0,Group 1,Argentina,Italy,ARG,ITA,1514.94,1589.14,-74.20000000000005,1.2,1.8,1.4,2.0,1.2,2.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1978 FIFA Men's World Cup,1978-06-11,group stage,0,0,Group 3,Brazil,Austria,BRA,AUT,1556.25,1545.62,10.63000000000011,0.6,1.0,1.0,1.0,1.6,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-11,group stage,0,0,Group 3,Spain,Sweden,ESP,SWE,1472.99,1497.73,-24.74000000000001,1.0,1.4,0.8,1.0,1.6,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-11,group stage,0,0,Group 4,Peru,Iran,PER,IRN,1498.45,1485.58,12.870000000000118,1.8,1.6,1.4,0.5,2.0,0.5,0,0,4,1,5,3,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-11,group stage,0,0,Group 4,Scotland,Netherlands,SCO,NLD,1475.98,1556.32,-80.33999999999992,1.0,1.0,1.2,1.6,0.4,2.0,0,0,3,2,5,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-14,second group stage,0,0,Group B,Argentina,Poland,ARG,POL,1601.77,1518.75,83.01999999999998,1.2,1.2,1.4,1.0,0.4,2.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-14,second group stage,0,0,Group A,Austria,Netherlands,AUT,NLD,1530.11,1536.68,-6.570000000000164,1.0,1.2,1.4,1.6,1.0,1.4,0,0,1,5,6,-4,away_win,0,1,0,,,,0
1978 FIFA Men's World Cup,1978-06-14,second group stage,0,0,Group A,Italy,West Germany,ITA,DEU,1502.31,1504.3,-1.990000000000009,1.6,1.0,2.0,1.8,0.2,2.2,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-14,second group stage,0,0,Group B,Brazil,Peru,BRA,PER,1571.76,1513.86,57.90000000000009,0.4,0.8,1.0,2.0,1.8,1.4,0,0,3,0,3,3,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-18,second group stage,0,0,Group A,Netherlands,West Germany,NLD,DEU,1514.41,1504.21,10.200000000000044,2.2,1.2,1.4,1.6,0.2,1.8,0,0,2,2,4,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-18,second group stage,0,0,Group B,Argentina,Brazil,ARG,BRA,1614.02,1585.12,28.90000000000009,1.4,0.8,2.0,1.0,0.4,1.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1978 FIFA Men's World Cup,1978-06-18,second group stage,0,0,Group B,Peru,Poland,PER,POL,1500.5,1506.5,-6.0,1.8,1.8,1.4,1.0,0.6,2.0,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1978 FIFA Men's World Cup,1978-06-18,second group stage,0,0,Group A,Italy,Austria,ITA,AUT,1502.4,1552.38,-49.98000000000002,1.4,0.8,2.0,1.2,1.8,1.4,0,0,1,0,1,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-21,second group stage,0,0,Group A,Austria,West Germany,AUT,DEU,1534.09,1504.68,29.40999999999985,0.8,1.6,1.2,1.6,0.4,1.4,0,0,3,2,5,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-21,second group stage,0,0,Group A,Italy,Netherlands,ITA,NLD,1520.69,1513.94,6.75,1.4,0.4,2.6,2.4,1.2,1.6,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1978 FIFA Men's World Cup,1978-06-21,second group stage,0,0,Group B,Brazil,Poland,BRA,POL,1586.45,1484.78,101.67000000000009,1.0,0.2,1.8,1.0,0.6,2.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-21,second group stage,0,0,Group B,Argentina,Peru,ARG,PER,1612.69,1522.22,90.47000000000004,1.2,0.6,2.0,1.4,1.2,1.4,0,0,6,0,6,6,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-24,third-place match,0,1,not applicable,Brazil,Italy,BRA,ITA,1597.9,1530.25,67.65000000000009,1.4,0.2,2.2,1.2,0.6,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1978 FIFA Men's World Cup,1978-06-25,final,4,1,not applicable,Argentina,Netherlands,ARG,NLD,1624.62,1504.38,120.23999999999978,2.0,0.4,2.0,2.2,1.4,1.6,1,0,3,1,4,2,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-13,group stage,0,0,Group 3,Argentina,Belgium,ARG,BEL,1635.29,1420.88,214.40999999999983,2.2,0.4,2.0,1.8,2.6,0.8,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-14,group stage,0,0,Group 1,Italy,Poland,ITA,POL,1517.33,1473.33,44.0,0.8,0.8,1.4,1.2,1.2,1.8,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-14,group stage,0,0,Group 6,Brazil,Soviet Union,BRA,SUN,1610.82,1565.07,45.75,1.8,0.4,2.6,1.4,0.8,1.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-15,group stage,0,0,Group 1,Peru,Cameroon,PER,CMR,1510.29,1500.0,10.289999999999964,0.8,2.2,0.8,0.0,0.0,0.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-15,group stage,0,0,Group 3,Hungary,El Salvador,HUN,SLV,1499.31,1449.16,50.14999999999986,1.4,2.2,0.6,0.0,3.0,0.0,0,0,10,1,11,9,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-15,group stage,0,0,Group 6,Scotland,New Zealand,SCO,NZL,1495.62,1500.0,-4.380000000000109,1.2,1.4,1.2,0.0,0.0,0.0,0,0,5,2,7,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-16,group stage,0,0,Group 5,Spain,Honduras,ESP,HND,1490.13,1500.0,-9.86999999999989,1.0,1.0,1.4,0.0,0.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-16,group stage,0,0,Group 4,England,France,ENG,FRA,1560.57,1469.71,90.8599999999999,1.6,1.2,1.8,1.2,1.8,0.6,0,0,3,1,4,2,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-16,group stage,0,0,Group 2,West Germany,Algeria,DEU,DZA,1490.03,1500.0,-9.970000000000027,2.0,1.0,1.2,0.0,0.0,0.0,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-17,group stage,0,0,Group 2,Chile,Austria,CHL,AUT,1503.74,1548.74,-45.0,0.6,1.0,0.6,1.0,1.8,1.2,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-17,group stage,0,0,Group 4,Czechoslovakia,Kuwait,CSK,KWT,1473.88,1500.0,-26.11999999999989,1.2,2.2,0.6,0.0,0.0,0.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-17,group stage,0,0,Group 5,Yugoslavia,Northern Ireland,YUG,NIR,1451.16,1502.03,-50.86999999999989,2.4,1.4,0.8,1.2,2.0,1.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-18,group stage,0,0,Group 1,Italy,Peru,ITA,PER,1515.31,1509.82,5.490000000000009,0.6,0.8,1.0,0.8,2.2,0.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-18,group stage,0,0,Group 3,Argentina,Hungary,ARG,HUN,1445.67,1513.02,-67.34999999999991,2.2,0.4,2.0,2.8,2.2,0.6,0,0,4,1,5,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-18,group stage,0,0,Group 6,Brazil,Scotland,BRA,SCO,1624.73,1511.82,112.91000000000008,2.0,0.6,2.6,2.2,1.8,1.6,0,0,4,1,5,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-19,group stage,0,0,Group 1,Poland,Cameroon,POL,CMR,1475.35,1500.47,-25.12000000000012,1.0,1.2,1.4,0.0,0.0,1.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-19,group stage,0,0,Group 3,Belgium,El Salvador,BEL,SLV,1610.5,1435.45,175.04999999999995,1.2,1.8,1.2,0.25,4.75,0.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-19,group stage,0,0,Group 6,Soviet Union,New Zealand,SUN,NZL,1551.16,1483.8,67.36000000000013,1.4,0.8,1.4,2.0,5.0,0.0,0,0,3,0,3,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-20,group stage,0,0,Group 5,Spain,Yugoslavia,ESP,YUG,1490.58,1453.49,37.08999999999992,0.8,1.0,1.0,0.6,1.4,0.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-20,group stage,0,0,Group 2,West Germany,Chile,DEU,CHL,1515.54,1562.68,-47.1400000000001,1.0,1.4,0.6,0.4,1.0,0.4,0,0,4,1,5,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-20,group stage,0,0,Group 4,England,Czechoslovakia,ENG,CSK,1572.48,1475.08,97.40000000000008,1.4,1.0,1.8,0.8,2.2,0.2,0,0,2,0,2,2,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-21,group stage,0,0,Group 5,Honduras,Northern Ireland,HND,NIR,1499.55,1499.7,-0.1500000000000909,1.0,1.0,1.0,1.0,2.0,1.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-21,group stage,0,0,Group 4,France,Kuwait,FRA,KWT,1457.8,1498.8,-41.0,1.2,2.0,0.6,1.0,1.0,1.0,0,0,4,1,5,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-21,group stage,0,0,Group 2,Algeria,Austria,DZA,AUT,1474.49,1489.8,-15.309999999999944,2.0,1.0,3.0,1.0,1.8,1.2,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-22,group stage,0,0,Group 1,Poland,Peru,POL,PER,1476.5,1510.07,-33.569999999999936,0.4,1.0,1.0,0.2,2.2,0.4,0,0,5,1,6,4,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-22,group stage,0,0,Group 3,Belgium,Hungary,BEL,HUN,1619.06,1493.96,125.09999999999992,1.2,1.0,1.8,2.8,2.6,0.6,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-22,group stage,0,0,Group 6,Soviet Union,Scotland,SUN,SCO,1564.1,1500.84,63.25999999999999,2.0,0.8,1.8,2.2,2.4,1.4,0,0,2,2,4,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-23,group stage,0,0,Group 1,Italy,Cameroon,ITA,CMR,1515.06,1499.32,15.740000000000007,0.8,1.0,1.0,0.0,0.0,1.0,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-23,group stage,0,0,Group 3,Argentina,El Salvador,ARG,SLV,1464.73,1426.89,37.83999999999992,2.6,0.6,2.0,0.2,4.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-23,group stage,0,0,Group 6,Brazil,New Zealand,BRA,NZL,1635.71,1470.86,164.85000000000014,2.2,0.8,2.6,1.0,4.0,0.0,0,0,4,0,4,4,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-24,group stage,0,0,Group 2,Algeria,Chile,DZA,CHL,1505.1,1544.52,-39.42000000000007,1.0,1.5,1.5,0.4,1.4,0.4,0,0,3,2,5,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-24,group stage,0,0,Group 4,France,Czechoslovakia,FRA,CSK,1475.68,1463.45,12.230000000000018,2.0,1.8,1.2,0.6,2.0,0.2,0,0,1,1,2,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-06-24,group stage,0,0,Group 5,Honduras,Yugoslavia,HND,YUG,1499.56,1439.19,60.36999999999989,1.0,1.0,1.0,0.6,1.6,0.2,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-25,group stage,0,0,Group 2,West Germany,Austria,DEU,AUT,1533.7,1459.19,74.50999999999999,1.8,1.6,1.0,1.4,1.6,1.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-25,group stage,0,0,Group 4,England,Kuwait,ENG,KWT,1584.11,1480.92,103.18999999999984,1.6,1.0,1.8,1.0,2.5,0.5,0,0,1,0,1,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-25,group stage,0,0,Group 5,Spain,Northern Ireland,ESP,NIR,1504.88,1499.69,5.190000000000055,1.0,0.8,1.6,1.0,1.6,1.2,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-28,second group stage,0,0,Group 1,Poland,Belgium,POL,BEL,1494.04,1613.54,-119.5,1.4,0.8,1.6,0.8,1.2,1.4,0,0,3,0,3,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-28,second group stage,0,0,Group 4,Austria,France,AUT,FRA,1446.57,1475.12,-28.549999999999955,1.2,0.8,1.8,2.0,1.6,1.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-06-29,second group stage,0,0,Group 3,Italy,Argentina,ITA,ARG,1514.34,1478.99,35.34999999999991,0.8,1.2,0.6,3.0,0.6,2.4,0,0,2,1,3,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-06-29,second group stage,0,0,Group 2,West Germany,England,DEU,ENG,1546.32,1595.49,-49.17000000000007,2.0,1.6,1.4,1.8,0.8,2.4,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-07-01,second group stage,0,0,Group 4,Austria,Northern Ireland,AUT,NIR,1489.81,1488.64,1.1699999999998454,1.2,0.8,1.8,0.8,1.2,1.6,0,0,2,2,4,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-07-01,second group stage,0,0,Group 1,Belgium,Soviet Union,BEL,SUN,1592.24,1561.22,31.019999999999985,0.6,1.0,1.4,1.6,1.0,1.4,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-07-02,second group stage,0,0,Group 3,Argentina,Brazil,ARG,BRA,1464.61,1644.64,-180.0300000000002,2.0,1.0,1.8,3.0,0.8,3.0,0,0,1,3,4,-2,away_win,0,1,0,,,,0
1982 FIFA Men's World Cup,1982-07-02,second group stage,0,0,Group 2,West Germany,Spain,DEU,ESP,1548.57,1515.93,32.63999999999987,1.6,1.2,1.4,0.8,0.6,1.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-07-04,second group stage,0,0,Group 4,France,Northern Ireland,FRA,NIR,1431.88,1488.69,-56.809999999999945,2.0,1.2,2.0,0.8,1.4,1.2,0,0,4,1,5,3,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-07-04,second group stage,0,0,Group 1,Soviet Union,Poland,SUN,POL,1574.82,1515.34,59.48000000000002,1.4,1.0,1.4,1.8,0.8,1.6,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-07-05,second group stage,0,0,Group 3,Italy,Brazil,ITA,BRA,1528.72,1456.23,72.49000000000001,1.0,1.0,1.2,3.0,0.8,3.0,0,0,3,2,5,1,home_win,1,0,0,,,,0
1982 FIFA Men's World Cup,1982-07-05,second group stage,0,0,Group 2,Spain,England,ESP,ENG,1501.43,1593.24,-91.80999999999996,1.0,1.0,1.4,1.6,0.8,2.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1982 FIFA Men's World Cup,1982-07-08,semi-finals,3,1,not applicable,Poland,Italy,POL,ITA,1518.05,1541.43,-23.38000000000011,1.6,0.2,1.8,1.4,1.0,1.8,0,0,0,2,2,-2,away_win,0,1,0,,,,0
