tournament_name,match_date,stage_name,stage_code,is_knockout,group_name,home_team_name,away_team_name,home_team_code,away_team_code,home_elo_before,away_elo_before,elo_diff,home_form_gf,home_form_ga,home_form_pts,away_form_gf,away_form_ga,away_form_pts,extra_time,penalty_shootout,home_team_score,away_team_score,total_goals,goal_diff,outcome,home_team_win,away_team_win,draw,home_fifa_rank,away_fifa_rank,fifa_rank_diff,has_fifa_rank
1994 FIFA Men's World Cup,1994-06-19,group stage,0,0,Group F,Belgium,Morocco,BEL,MAR,1519.08,1562.64,-43.56000000000017,1.6,1.6,1.2,0.8,0.6,1.2,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-19,group stage,0,0,Group E,Norway,Mexico,NOR,MEX,1486.94,1425.88,61.059999999999945,1.0,2.0,0.0,1.2,0.4,2.0,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-19,group stage,0,0,Group B,Cameroon,Sweden,CMR,SWE,1613.61,1514.02,99.58999999999992,1.4,1.8,1.8,0.6,1.6,0.0,0,0,2,2,4,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-20,group stage,0,0,Group B,Brazil,Russia,BRA,RUS,1549.66,1500.0,49.66000000000008,1.0,0.6,1.8,0.0,0.0,0.0,0,0,2,0,2,2,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-20,group stage,0,0,Group F,Netherlands,Saudi Arabia,NLD,SAU,1480.71,1500.0,-19.289999999999964,0.8,1.4,0.6,0.0,0.0,0.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-21,group stage,0,0,Group D,Argentina,Greece,ARG,GRC,1505.44,1500.0,5.440000000000055,0.6,0.6,2.0,0.0,0.0,0.0,0,0,4,0,4,4,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-21,group stage,0,0,Group C,Germany,Spain,DEU,ESP,1525.57,1513.45,12.11999999999989,1.6,2.0,1.4,1.6,1.2,1.6,0,0,1,1,2,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-21,group stage,0,0,Group D,Nigeria,Bulgaria,NGA,BGR,1500.0,1488.62,11.38000000000011,0.0,0.0,0.0,0.6,2.0,0.4,0,0,3,0,3,3,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-22,group stage,0,0,Group A,Romania,Switzerland,ROU,CHE,1436.0,1428.07,7.930000000000064,1.4,0.8,1.4,0.4,2.6,0.2,0,0,1,4,5,-3,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-22,group stage,0,0,Group A,United States,Colombia,USA,COL,1450.12,1468.3,-18.180000000000064,1.0,2.8,0.2,1.0,1.4,0.8,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-23,group stage,0,0,Group C,South Korea,Bolivia,KOR,BOL,1473.91,1443.51,30.40000000000009,1.0,2.2,0.2,0.0,4.25,0.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-23,group stage,0,0,Group E,Italy,Norway,ITA,NOR,1585.69,1500.16,85.52999999999997,1.2,0.6,1.8,1.0,1.0,1.5,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-24,group stage,0,0,Group B,Sweden,Russia,SWE,RUS,1518.48,1486.27,32.21000000000004,1.0,1.8,0.2,0.0,2.0,0.0,0,0,3,1,4,2,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-24,group stage,0,0,Group E,Mexico,Republic of Ireland,MEX,IRL,1412.66,1489.98,-77.31999999999994,0.8,0.4,1.4,0.4,0.4,1.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-24,group stage,0,0,Group B,Brazil,Cameroon,BRA,CMR,1563.39,1609.15,-45.75999999999999,1.2,0.4,2.4,1.6,2.2,1.4,0,0,3,0,3,3,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-25,group stage,0,0,Group F,Belgium,Netherlands,BEL,NLD,1537.08,1497.6,39.48000000000002,1.4,0.8,1.8,1.0,1.0,1.2,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-25,group stage,0,0,Group F,Saudi Arabia,Morocco,SAU,MAR,1483.11,1544.64,-61.5300000000002,1.0,2.0,0.0,0.6,0.6,1.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-25,group stage,0,0,Group D,Argentina,Nigeria,ARG,NGA,1521.19,1515.48,5.710000000000036,1.2,0.4,2.4,3.0,0.0,3.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-26,group stage,0,0,Group D,Bulgaria,Greece,BGR,GRC,1473.14,1484.25,-11.1099999999999,0.4,1.8,0.4,0.0,4.0,0.0,0,0,4,0,4,4,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-26,group stage,0,0,Group A,Switzerland,Colombia,CHE,COL,1419.63,1451.46,-31.829999999999927,1.2,2.2,0.8,0.8,1.8,0.2,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-26,group stage,0,0,Group A,United States,Romania,USA,ROU,1466.96,1444.44,22.519999999999985,1.0,2.0,0.8,1.2,1.6,0.8,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-27,group stage,0,0,Group C,Bolivia,Spain,BOL,ESP,1444.91,1514.01,-69.09999999999991,0.0,3.4,0.2,1.8,1.4,1.6,0,0,1,3,4,-2,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-27,group stage,0,0,Group C,Germany,South Korea,DEU,KOR,1525.01,1472.51,52.5,1.6,1.6,1.6,0.6,1.6,0.4,0,0,3,2,5,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-28,group stage,0,0,Group E,Italy,Mexico,ITA,MEX,1597.83,1432.16,165.66999999999985,1.0,0.6,1.8,1.0,0.4,1.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-28,group stage,0,0,Group E,Republic of Ireland,Norway,IRL,NOR,1470.48,1488.02,-17.539999999999964,0.6,0.8,1.4,0.67,1.0,1.0,0,0,0,0,0,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-28,group stage,0,0,Group B,Russia,Cameroon,RUS,CMR,1471.75,1591.05,-119.29999999999995,0.5,2.5,0.0,1.2,2.6,0.8,0,0,6,1,7,5,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-06-28,group stage,0,0,Group B,Brazil,Sweden,BRA,SWE,1581.49,1533.0,48.49000000000001,1.4,0.2,2.4,1.6,1.8,0.8,0,0,1,1,2,0,draw,0,0,1,,,,0
1994 FIFA Men's World Cup,1994-06-29,group stage,0,0,Group F,Morocco,Netherlands,MAR,NLD,1525.84,1483.41,42.42999999999984,0.8,1.0,0.8,0.8,1.0,1.0,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-29,group stage,0,0,Group F,Belgium,Saudi Arabia,BEL,SAU,1551.27,1501.91,49.3599999999999,1.2,0.8,1.8,1.5,1.5,1.5,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-30,group stage,0,0,Group D,Argentina,Bulgaria,ARG,BGR,1536.93,1489.65,47.27999999999997,1.4,0.6,2.4,1.0,1.6,0.8,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-06-30,group stage,0,0,Group D,Greece,Nigeria,GRC,NGA,1467.74,1499.74,-32.0,0.0,4.0,0.0,2.0,1.0,1.5,0,0,0,2,2,-2,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-02,round of 16,1,1,not applicable,Germany,Belgium,DEU,BEL,1538.61,1520.17,18.439999999999827,1.6,1.6,1.6,0.6,0.8,1.2,0,0,3,2,5,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-02,round of 16,1,1,not applicable,Spain,Switzerland,ESP,CHE,1432.05,1466.0,-33.950000000000045,1.8,1.4,1.6,1.2,1.6,0.8,0,0,3,0,3,3,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-03,round of 16,1,1,not applicable,Saudi Arabia,Sweden,SAU,SWE,1533.01,1535.22,-2.2100000000000364,1.33,1.0,2.0,1.6,1.6,1.0,0,0,1,3,4,-2,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-03,round of 16,1,1,not applicable,Romania,Argentina,ROU,ARG,1449.92,1507.81,-57.88999999999987,1.2,1.2,1.4,1.4,1.0,1.8,0,0,3,2,5,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-04,round of 16,1,1,not applicable,Netherlands,Republic of Ireland,NLD,IRL,1507.9,1471.29,36.61000000000013,1.2,1.2,1.4,0.4,0.6,1.4,0,0,2,0,2,2,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-04,round of 16,1,1,not applicable,Brazil,United States,BRA,USA,1579.27,1461.48,117.78999999999996,1.4,0.4,2.0,0.8,1.2,0.8,0,0,1,0,1,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-05,round of 16,1,1,not applicable,Nigeria,Italy,NGA,ITA,1453.21,1590.73,-137.51999999999998,2.0,0.67,2.0,1.0,0.8,1.4,1,0,1,2,3,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-05,round of 16,1,1,not applicable,Mexico,Bulgaria,MEX,BGR,1439.26,1518.77,-79.50999999999999,1.0,0.6,1.4,1.2,1.4,1.2,1,1,1,1,2,0,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-09,quarter-finals,2,1,not applicable,Italy,Spain,ITA,ESP,1443.23,1449.61,-6.379999999999882,1.2,0.8,2.0,2.0,1.2,1.6,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-09,quarter-finals,2,1,not applicable,Netherlands,Brazil,NLD,BRA,1522.22,1590.04,-67.81999999999994,1.4,1.0,1.8,1.4,0.4,2.0,0,0,2,3,5,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-10,quarter-finals,2,1,not applicable,Bulgaria,Germany,BGR,DEU,1426.86,1553.76,-126.90000000000008,1.4,1.2,1.8,2.0,1.8,2.0,0,0,2,1,3,1,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-10,quarter-finals,2,1,not applicable,Romania,Sweden,ROU,SWE,1468.56,1517.11,-48.54999999999996,1.6,1.4,1.8,2.0,1.4,1.6,1,1,2,2,4,0,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-13,semi-finals,3,1,not applicable,Sweden,Brazil,SWE,BRA,1454.78,1509.3,-54.51999999999998,2.2,1.4,2.2,2.0,0.6,2.6,0,0,0,1,1,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-13,semi-finals,3,1,not applicable,Bulgaria,Italy,BGR,ITA,1448.46,1459.52,-11.059999999999944,1.8,1.0,2.4,1.2,0.8,2.0,0,0,1,2,3,-1,away_win,0,1,0,,,,0
1994 FIFA Men's World Cup,1994-07-16,third-place match,0,1,not applicable,Sweden,Bulgaria,SWE,BGR,1522.81,1475.01,47.79999999999996,1.8,1.2,2.0,2.0,0.8,2.4,0,0,4,0,4,4,home_win,1,0,0,,,,0
1994 FIFA Men's World Cup,1994-07-17,final,4,1,not applicable,Brazil,Italy,BRA,ITA,1441.27,1432.97,8.299999999999955,1.8,0.6,2.6,1.6,0.8,2.6,1,1,0,0,0,0,home_win,1,0,0,,,,0
1998 FIFA Men's World Cup,1998-06-10,group stage,0,0,Group A,Brazil,Scotland,BRA,SCO,1456.89,1434.24,22.65000000000009,1.2,0.6,2.6,0.6,1.0,0.8,0,0,2,1,3,1,home_win,1,0,0,,41.0,,1
1998 FIFA Men's World Cup,1998-06-10,group stage,0,0,Group A,Morocco,Norway,MAR,NOR,1501.35,1487.21,14.139999999999873,1.0,1.4,0.6,0.5,0.75,1.0,0,0,2,2,4,0,draw,0,0,1,13.0,7.0,6.0,1
1998 FIFA Men's World Cup,1998-06-11,group stage,0,0,Group B,Italy,Chile,ITA,CHL,1417.35,1526.71,-109.36000000000011,1.4,0.8,2.0,0.8,1.8,0.4,0,0,2,2,4,0,draw,0,0,1,,9.0,,1
1998 FIFA Men's World Cup,1998-06-11,group stage,0,0,Group B,Cameroon,Austria,CMR,AUT,1569.76,1498.6,71.16000000000008,1.4,3.0,0.8,0.8,1.2,0.8,0,0,1,1,2,0,draw,0,0,1,49.0,31.0,18.0,1
1998 FIFA Men's World Cup,1998-06-12,group stage,0,0,Group D,Paraguay,Bulgaria,PRY,BGR,1494.84,1461.2,33.63999999999987,1.4,1.8,1.2,1.2,1.6,1.8,0,0,0,0,0,0,draw,0,0,1,29.0,35.0,-6.0,1
1998 FIFA Men's World Cup,1998-06-12,group stage,0,0,Group C,Saudi Arabia,Denmark,SAU,DNK,1551.12,1502.5,48.61999999999989,1.25,1.5,1.5,2.5,1.5,2.25,0,0,0,1,1,-1,away_win,0,1,0,34.0,27.0,7.0,1
1998 FIFA Men's World Cup,1998-06-12,group stage,0,0,Group C,France,South Africa,FRA,ZAF,1470.46,1500.0,-29.539999999999964,2.0,1.0,2.4,0.0,0.0,0.0,0,0,3,0,3,3,home_win,1,0,0,1.0,24.0,-23.0,1
1998 FIFA Men's World Cup,1998-06-13,group stage,0,0,Group D,Spain,Nigeria,ESP,NGA,1433.32,1600.71,-167.3900000000001,2.0,1.2,1.6,1.75,1.0,1.5,0,0,2,3,5,-1,away_win,0,1,0,,74.0,,1
1998 FIFA Men's World Cup,1998-06-13,group stage,0,0,Group E,South Korea,Mexico,KOR,MEX,1458.91,1531.17,-72.25999999999999,1.0,1.8,0.4,0.8,0.8,0.8,0,0,1,3,4,-2,away_win,0,1,0,20.0,4.0,16.0,1
1998 FIFA Men's World Cup,1998-06-13,group stage,0,0,Group E,Netherlands,Belgium,NLD,BEL,1602.96,1505.02,97.94000000000004,1.6,1.2,1.8,0.8,1.0,1.2,0,0,0,0,0,0,draw,0,0,1,25.0,36.0,-11.0,1
1998 FIFA Men's World Cup,1998-06-14,group stage,0,0,Group H,Jamaica,Croatia,JAM,HRV,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,4,-2,away_win,0,1,0,30.0,19.0,11.0,1
1998 FIFA Men's World Cup,1998-06-14,group stage,0,0,Group H,Argentina,Japan,ARG,JPN,1489.17,1500.0,-10.829999999999927,1.6,1.4,1.2,0.0,0.0,0.0,0,0,1,0,1,1,home_win,1,0,0,6.0,12.0,-6.0,1
1998 FIFA Men's World Cup,1998-06-14,group stage,0,0,Group F,Yugoslavia,Iran,YUG,IRN,1534.83,1470.17,64.65999999999985,1.6,1.2,1.8,0.67,2.67,0.33,0,0,1,0,1,1,home_win,1,0,0,8.0,42.0,-34.0,1
1998 FIFA Men's World Cup,1998-06-15,group stage,0,0,Group G,England,Tunisia,ENG,TUN,1463.79,1495.82,-32.02999999999997,1.4,1.0,1.8,1.0,0.67,1.33,0,0,2,0,2,2,home_win,1,0,0,5.0,21.0,-16.0,1
1998 FIFA Men's World Cup,1998-06-15,group stage,0,0,Group G,Romania,Colombia,ROU,COL,1530.89,1405.09,125.80000000000018,2.0,1.8,1.8,1.2,1.6,0.8,0,0,1,0,1,1,home_win,1,0,0,,10.0,,1
1998 FIFA Men's World Cup,1998-06-15,group stage,0,0,Group F,Germany,United States,DEU,USA,1532.16,1450.71,81.45000000000005,1.8,1.4,2.0,0.8,1.2,0.8,0,0,2,0,2,2,home_win,1,0,0,,11.0,,1
1998 FIFA Men's World Cup,1998-06-16,group stage,0,0,Group A,Scotland,Norway,SCO,NOR,1419.28,1487.86,-68.57999999999993,0.6,1.0,0.8,0.8,1.0,1.0,0,0,1,1,2,0,draw,0,0,1,41.0,7.0,34.0,1
1998 FIFA Men's World Cup,1998-06-16,group stage,0,0,Group A,Brazil,Morocco,BRA,MAR,1471.85,1500.7,-28.850000000000136,1.4,0.6,3.0,0.8,1.6,0.2,0,0,3,0,3,3,home_win,1,0,0,,13.0,,1
1998 FIFA Men's World Cup,1998-06-17,group stage,0,0,Group B,Chile,Austria,CHL,AUT,1521.83,1501.83,20.0,1.0,2.0,0.4,1.0,1.2,1.0,0,0,1,1,2,0,draw,0,0,1,9.0,31.0,-22.0,1
1998 FIFA Men's World Cup,1998-06-17,group stage,0,0,Group B,Italy,Cameroon,ITA,CMR,1422.23,1566.53,-144.29999999999995,1.6,1.0,2.0,1.2,3.0,0.4,0,0,3,0,3,3,home_win,1,0,0,,49.0,,1
1998 FIFA Men's World Cup,1998-06-18,group stage,0,0,Group C,South Africa,Denmark,ZAF,DNK,1482.64,1532.9,-50.25999999999999,0.0,3.0,0.0,2.2,1.2,2.4,0,0,1,1,2,0,draw,0,0,1,24.0,27.0,-3.0,1
1998 FIFA Men's World Cup,1998-06-18,group stage,0,0,Group C,France,Saudi Arabia,FRA,SAU,1487.82,1520.72,-32.90000000000009,2.0,1.0,2.4,1.0,1.4,1.2,0,0,4,0,4,4,home_win,1,0,0,1.0,34.0,-33.0,1
1998 FIFA Men's World Cup,1998-06-19,group stage,0,0,Group D,Spain,Paraguay,ESP,PRY,1609.55,1493.3,116.25,2.0,1.4,1.4,0.8,1.2,1.2,0,0,0,0,0,0,draw,0,0,1,,29.0,,1
1998 FIFA Men's World Cup,1998-06-19,group stage,0,0,Group D,Nigeria,Bulgaria,NGA,BGR,1424.48,1462.74,-38.25999999999999,2.0,1.2,1.8,0.8,1.6,1.4,0,0,1,0,1,1,home_win,1,0,0,74.0,35.0,39.0,1
1998 FIFA Men's World Cup,1998-06-20,group stage,0,0,Group E,Belgium,Mexico,BEL,MEX,1509.41,1446.19,63.22000000000003,0.8,0.8,1.4,1.4,1.0,1.4,0,0,2,2,4,0,draw,0,0,1,36.0,4.0,32.0,1
1998 FIFA Men's World Cup,1998-06-20,group stage,0,0,Group E,Netherlands,South Korea,NLD,KOR,1598.57,1543.89,54.67999999999984,1.2,1.0,1.4,1.0,1.8,0.4,0,0,5,0,5,5,home_win,1,0,0,25.0,20.0,5.0,1
1998 FIFA Men's World Cup,1998-06-20,group stage,0,0,Group H,Japan,Croatia,JPN,HRV,1483.5,1484.0,-0.5,0.0,1.0,0.0,3.0,1.0,3.0,0,0,0,1,1,-1,away_win,0,1,0,12.0,19.0,-7.0,1
1998 FIFA Men's World Cup,1998-06-21,group stage,0,0,Group F,United States,Iran,USA,IRN,1438.39,1457.11,-18.7199999999998,0.6,1.2,0.8,0.5,2.25,0.25,0,0,1,2,3,-1,away_win,0,1,0,11.0,42.0,-31.0,1
1998 FIFA Men's World Cup,1998-06-21,group stage,0,0,Group F,Germany,Yugoslavia,DEU,YUG,1544.48,1547.89,-3.410000000000082,2.0,1.4,2.0,1.6,0.4,2.4,0,0,2,2,4,0,draw,0,0,1,,8.0,,1
1998 FIFA Men's World Cup,1998-06-21,group stage,0,0,Group H,Argentina,Jamaica,ARG,JAM,1505.67,1516.0,-10.329999999999927,1.8,1.2,1.8,1.0,3.0,0.0,0,0,5,0,5,5,home_win,1,0,0,6.0,30.0,-24.0,1
1998 FIFA Men's World Cup,1998-06-22,group stage,0,0,Group G,Colombia,Tunisia,COL,TUN,1394.64,1478.35,-83.70999999999981,1.0,1.6,0.6,0.75,1.0,1.0,0,0,1,0,1,1,home_win,1,0,0,10.0,21.0,-11.0,1
1998 FIFA Men's World Cup,1998-06-22,group stage,0,0,Group G,Romania,England,ROU,ENG,1541.34,1481.26,60.07999999999993,1.6,1.6,1.8,1.6,1.0,1.8,0,0,2,1,3,1,home_win,1,0,0,,5.0,,1
1998 FIFA Men's World Cup,1998-06-23,group stage,0,0,Group B,Chile,Cameroon,CHL,CMR,1520.91,1544.24,-23.329999999999927,1.2,2.2,0.4,0.8,3.0,0.4,0,0,1,1,2,0,draw,0,0,1,9.0,49.0,-40.0,1
1998 FIFA Men's World Cup,1998-06-23,group stage,0,0,Group B,Italy,Austria,ITA,AUT,1444.52,1502.75,-58.23000000000002,1.8,0.8,2.0,0.8,1.0,1.0,0,0,2,1,3,1,home_win,1,0,0,,31.0,,1
1998 FIFA Men's World Cup,1998-06-23,group stage,0,0,Group A,Brazil,Norway,BRA,NOR,1489.18,1484.74,4.440000000000055,1.8,0.6,3.0,0.8,0.8,1.2,0,0,1,2,3,-1,away_win,0,1,0,,7.0,,1
1998 FIFA Men's World Cup,1998-06-23,group stage,0,0,Group A,Scotland,Morocco,SCO,MAR,1422.4,1483.37,-60.9699999999998,0.8,1.2,0.8,0.8,2.0,0.2,0,0,0,3,3,-3,away_win,0,1,0,41.0,13.0,28.0,1
1998 FIFA Men's World Cup,1998-06-24,group stage,0,0,Group C,France,Denmark,FRA,DNK,1505.33,1530.6,-25.269999999999985,2.4,1.0,2.4,2.2,1.4,2.0,0,0,2,1,3,1,home_win,1,0,0,1.0,27.0,-26.0,1
1998 FIFA Men's World Cup,1998-06-24,group stage,0,0,Group C,South Africa,Saudi Arabia,ZAF,SAU,1484.94,1503.21,-18.269999999999985,0.5,2.0,0.5,0.8,1.8,1.2,0,0,2,2,4,0,draw,0,0,1,24.0,34.0,-10.0,1
1998 FIFA Men's World Cup,1998-06-24,group stage,0,0,Group D,Nigeria,Paraguay,NGA,PRY,1442.23,1498.46,-56.23000000000002,1.6,1.2,1.8,0.6,1.2,0.8,0,0,1,3,4,-2,away_win,0,1,0,74.0,29.0,45.0,1
1998 FIFA Men's World Cup,1998-06-24,group stage,0,0,Group D,Spain,Bulgaria,ESP,BGR,1604.39,1444.99,159.4000000000001,1.8,1.2,1.4,0.6,1.6,0.8,0,0,6,1,7,5,home_win,1,0,0,,35.0,,1
1998 FIFA Men's World Cup,1998-06-25,group stage,0,0,Group F,Germany,Iran,DEU,IRN,1544.64,1423.25,121.3900000000001,2.2,1.6,2.0,0.8,2.0,0.8,0,0,2,0,2,2,home_win,1,0,0,,42.0,,1
1998 FIFA Men's World Cup,1998-06-25,group stage,0,0,Group F,United States,Yugoslavia,USA,YUG,1472.25,1547.73,-75.48000000000002,0.6,1.4,0.6,1.8,0.8,2.0,0,0,0,1,1,-1,away_win,0,1,0,11.0,8.0,3.0,1
1998 FIFA Men's World Cup,1998-06-25,group stage,0,0,Group E,Belgium,South Korea,BEL,KOR,1506.53,1530.39,-23.860000000000127,1.0,1.2,1.0,1.0,2.6,0.4,0,0,1,1,2,0,draw,0,0,1,36.0,20.0,16.0,1
1998 FIFA Men's World Cup,1998-06-25,group stage,0,0,Group E,Netherlands,Mexico,NLD,MEX,1612.07,1449.07,163.0,2.2,0.8,2.0,1.8,1.2,1.6,0,0,2,2,4,0,draw,0,0,1,25.0,4.0,21.0,1
1998 FIFA Men's World Cup,1998-06-26,group stage,0,0,Group H,Argentina,Croatia,ARG,HRV,1522.15,1467.52,54.63000000000011,2.0,1.2,1.8,2.0,0.5,3.0,0,0,1,0,1,1,home_win,1,0,0,6.0,19.0,-13.0,1
1998 FIFA Men's World Cup,1998-06-26,group stage,0,0,Group H,Japan,Jamaica,JPN,JAM,1499.98,1499.52,0.4600000000000364,0.0,1.0,0.0,0.5,4.0,0.0,0,0,1,2,3,-1,away_win,0,1,0,12.0,30.0,-18.0,1
1998 FIFA Men's World Cup,1998-06-26,group stage,0,0,Group G,Colombia,England,COL,ENG,1414.42,1468.0,-53.57999999999993,1.0,1.2,1.2,1.6,1.4,1.2,0,0,0,2,2,-2,away_win,0,1,0,10.0,5.0,5.0,1
1998 FIFA Men's World Cup,1998-06-26,group stage,0,0,Group G,Romania,Tunisia,ROU,TUN,1554.6,1458.57,96.02999999999996,1.8,1.0,2.4,0.6,1.0,0.8,0,0,1,1,2,0,draw,0,0,1,,21.0,,1
1998 FIFA Men's World Cup,1998-06-27,round of 16,1,1,not applicable,Italy,Norway,ITA,NOR,1463.18,1472.98,-9.799999999999956,1.8,0.8,2.0,1.0,1.0,1.2,0,0,1,0,1,1,home_win,1,0,0,,7.0,,1
1998 FIFA Men's World Cup,1998-06-27,round of 16,1,1,not applicable,Brazil,Chile,BRA,CHL,1500.94,1521.98,-21.039999999999964,1.4,0.6,2.4,1.4,2.2,0.6,0,0,4,1,5,3,home_win,1,0,0,,9.0,,1
1998 FIFA Men's World Cup,1998-06-28,round of 16,1,1,not applicable,Nigeria,Denmark,NGA,DNK,1511.89,1513.44,-1.5499999999999543,1.6,1.4,1.8,1.2,1.6,1.4,0,0,1,4,5,-3,away_win,0,1,0,74.0,27.0,47.0,1
1998 FIFA Men's World Cup,1998-06-28,round of 16,1,1,not applicable,France,Paraguay,FRA,PRY,1522.49,1428.8,93.69000000000004,2.6,1.0,2.4,1.0,1.2,1.2,1,0,1,0,1,1,home_win,1,0,0,1.0,29.0,-28.0,1
1998 FIFA Men's World Cup,1998-06-29,round of 16,1,1,not applicable,Germany,Mexico,DEU,MEX,1555.27,1456.07,99.20000000000005,2.0,1.2,2.0,1.8,1.4,1.2,0,0,2,1,3,1,home_win,1,0,0,,4.0,,1
1998 FIFA Men's World Cup,1998-06-29,round of 16,1,1,not applicable,Netherlands,Yugoslavia,NLD,YUG,1605.07,1459.67,145.39999999999986,2.2,1.0,1.6,1.2,0.6,2.0,0,0,2,1,3,1,home_win,1,0,0,25.0,8.0,17.0,1
1998 FIFA Men's World Cup,1998-06-30,round of 16,1,1,not applicable,Romania,Croatia,ROU,HRV,1550.29,1454.02,96.26999999999998,1.8,1.2,2.0,1.33,0.67,2.0,0,0,0,1,1,-1,away_win,0,1,0,,19.0,,1
1998 FIFA Men's World Cup,1998-06-30,round of 16,1,1,not applicable,Argentina,England,ARG,ENG,1535.65,1400.87,134.7800000000002,1.8,1.0,1.8,1.4,1.0,1.2,1,1,2,2,4,0,home_win,1,0,0,6.0,5.0,1.0,1
1998 FIFA Men's World Cup,1998-07-03,quarter-finals,2,1,not applicable,Brazil,Denmark,BRA,DNK,1517.91,1495.96,21.950000000000045,2.0,0.8,2.4,1.6,1.8,1.4,0,0,3,2,5,1,home_win,1,0,0,,27.0,,1
1998 FIFA Men's World Cup,1998-07-03,quarter-finals,2,1,not applicable,Italy,France,ITA,FRA,1479.63,1534.28,-54.64999999999986,1.6,0.6,2.0,2.8,0.6,3.0,1,1,0,0,0,0,away_win,0,1,0,,1.0,,1
1998 FIFA Men's World Cup,1998-07-04,quarter-finals,2,1,not applicable,Germany,Croatia,DEU,HRV,1566.82,1529.97,36.84999999999991,1.8,1.0,2.0,1.25,0.5,2.25,0,0,0,3,3,-3,away_win,0,1,0,,19.0,,1
1998 FIFA Men's World Cup,1998-07-04,quarter-finals,2,1,not applicable,Netherlands,Argentina,NLD,ARG,1614.74,1545.74,69.0,2.2,1.2,1.6,2.2,1.0,2.4,0,0,2,1,3,1,home_win,1,0,0,25.0,6.0,19.0,1
1998 FIFA Men's World Cup,1998-07-07,semi-finals,3,1,not applicable,Brazil,Netherlands,BRA,NLD,1532.9,1627.6,-94.69999999999982,2.6,1.2,2.4,2.2,0.8,2.2,1,1,1,1,2,0,home_win,1,0,0,,25.0,,1
1998 FIFA Men's World Cup,1998-07-08,semi-finals,3,1,not applicable,France,Croatia,FRA,HRV,1466.13,1549.13,-83.0,2.0,0.2,3.0,1.6,0.4,2.4,0,0,2,1,3,1,home_win,1,0,0,1.0,19.0,-18.0,1
